pdb	ch	ipr
5h7i	5	IPR027417
5h7i	6	IPR027417
5h7i	7	IPR027417
5h7j	A	IPR027417
5h7j	B	IPR027417
5h7k	A	IPR027417
5h7l	A	IPR027417
5h7l	B	IPR027417
5h8c	A	IPR027417
5h8w	A	IPR027417
5hau	1z	IPR027417
5hau	2z	IPR027417
5hci	A	IPR027417
5hci	B	IPR027417
5hci	C	IPR027417
5hci	D	IPR027417
5hci	E	IPR027417
5hci	F	IPR027417
5hcn	A	IPR027417
5hd9	A	IPR027417
5he8	A	IPR027417
5he8	B	IPR027417
5he8	C	IPR027417
5he8	D	IPR027417
5he8	E	IPR027417
5he8	F	IPR027417
5he8	G	IPR027417
5he8	H	IPR027417
5he8	I	IPR027417
5he8	J	IPR027417
5he8	K	IPR027417
5he8	L	IPR027417
5he9	A	IPR027417
5hkk	A	IPR027417
5hkk	B	IPR027417
5hkk	C	IPR027417
5hkk	D	IPR027417
5hkk	E	IPR027417
5hkk	F	IPR027417
5hkk	I	IPR027417
5hkk	J	IPR027417
5hkk	K	IPR027417
5hkk	L	IPR027417
5hkk	M	IPR027417
5hkk	N	IPR027417
5hle	A	IPR027417
5hmp	A	IPR027417
5hmp	B	IPR027417
5hnw	K	IPR027417
5hnx	K	IPR027417
5hny	K	IPR027417
5hnz	K	IPR027417
5hpy	B	IPR027417
5hpy	F	IPR027417
5hr5	A	IPR027417
5htk	A	IPR027417
5htk	B	IPR027417
5hzh	A	IPR027417
5hzk	A	IPR027417
5hzk	C	IPR027417
5hzr	A	IPR027417
5i0h	A	IPR027417
5i0h	B	IPR027417
5i0i	A	IPR027417
5i0i	B	IPR027417
5i33	A	IPR027417
5i33	B	IPR027417
5i34	A	IPR027417
5i34	B	IPR027417
5i4e	A	IPR027417
5i4r	C	IPR027417
5i4r	D	IPR027417
5i4r	G	IPR027417
5i4r	H	IPR027417
5i8q	A	IPR027417
5i8q	B	IPR027417
5idv	A	IPR027417
5if9	A	IPR027417
5if9	B	IPR027417
5ifs	B	IPR027417
5ifs	D	IPR027417
5ifw	B	IPR027417
5ihp	A	IPR027417
5ihp	B	IPR027417
5ik2	A	IPR027417
5ik2	B	IPR027417
5ik2	C	IPR027417
5ik2	D	IPR027417
5ik2	E	IPR027417
5ik2	F	IPR027417
5ik2	I	IPR027417
5ik2	J	IPR027417
5ik2	K	IPR027417
5ik2	L	IPR027417
5ik2	M	IPR027417
5ik2	N	IPR027417
5ikn	D	IPR027417
5ikn	E	IPR027417
5ikn	F	IPR027417
5ikn	G	IPR027417
5ikn	H	IPR027417
5ikn	I	IPR027417
5ikn	J	IPR027417
5imq	B	IPR027417
5imr	C	IPR027417
5irc	D	IPR027417
5irc	F	IPR027417
5irl	A	IPR027417
5irm	A	IPR027417
5irm	C	IPR027417
5irn	A	IPR027417
5irr	A	IPR027417
5irr	B	IPR027417
5it5	A	IPR027417
5it5	B	IPR027417
5it5	C	IPR027417
5it5	D	IPR027417
5it5	E	IPR027417
5it5	F	IPR027417
5it7	1	IPR027417
5ivl	A	IPR027417
5ivl	B	IPR027417
5ivw	V	IPR027417
5ivw	W	IPR027417
5iy6	V	IPR027417
5iy6	W	IPR027417
5iy7	V	IPR027417
5iy7	W	IPR027417
5iy8	V	IPR027417
5iy8	W	IPR027417
5iy9	V	IPR027417
5iy9	W	IPR027417
5izk	A	IPR027417
5izk	B	IPR027417
5izl	A	IPR027417
5izl	B	IPR027417
5izm	A	IPR027417
5izm	B	IPR027417
5j1j	A	IPR027417
5j1j	B	IPR027417
5j1s	A	IPR027417
5j1t	A	IPR027417
5j40	A	IPR027417
5j47	A	IPR027417
5j4h	A	IPR027417
5j4k	A	IPR027417
5j4l	A	IPR027417
5j4v	A	IPR027417
5j4y	A	IPR027417
5j5c	A	IPR027417
5j8b	z	IPR027417
5jaj	A	IPR027417
5jb2	A	IPR027417
5jb3	7	IPR027417
5jbg	A	IPR027417
5jbh	7	IPR027417
5jbj	A	IPR027417
5jbq	A	IPR027417
5jc3	A	IPR027417
5jc3	B	IPR027417
5jc7	A	IPR027417
5jc7	B	IPR027417
5jcf	A	IPR027417
5jcf	B	IPR027417
5jch	A	IPR027417
5jch	B	IPR027417
5jcp	A	IPR027417
5jcp	B	IPR027417
5jcs	o	IPR027417
5jcs	s	IPR027417
5jcz	A	IPR027417
5jcz	D	IPR027417
5jcz	I	IPR027417
5jec	A	IPR027417
5jec	B	IPR027417
5jed	A	IPR027417
5jee	A	IPR027417
5jfg	A	IPR027417
5jhg	B	IPR027417
5jhg	F	IPR027417
5jhh	B	IPR027417
5jhh	F	IPR027417
5ji2	E	IPR027417
5ji2	F	IPR027417
5ji3	E	IPR027417
5ji3	F	IPR027417
5jji	A	IPR027417
5jji	B	IPR027417
5jji	C	IPR027417
5jji	D	IPR027417
5jji	E	IPR027417
5jji	F	IPR027417
5jjk	A	IPR027417
5jjk	B	IPR027417
5jjk	C	IPR027417
5jjk	D	IPR027417
5jjk	E	IPR027417
5jjk	F	IPR027417
5jjl	A	IPR027417
5jjl	B	IPR027417
5jjl	C	IPR027417
5jjl	D	IPR027417
5jjl	E	IPR027417
5jjl	F	IPR027417
5jlh	F	IPR027417
5jlh	G	IPR027417
5jlj	A	IPR027417
5jmt	A	IPR027417
5jpq	a	IPR027417
5jps	A	IPR027417
5jpt	A	IPR027417
5jpt	B	IPR027417
5jrj	A	IPR027417
5jrz	A	IPR027417
5js7	A	IPR027417
5js8	A	IPR027417
5jsz	A	IPR027417
5jsz	B	IPR027417
5jsz	E	IPR027417
5jsz	F	IPR027417
5jul	A	IPR027417
5jul	B	IPR027417
5jul	C	IPR027417
5jul	D	IPR027417
5jul	E	IPR027417
5jul	F	IPR027417
5jul	G	IPR027417
5jul	H	IPR027417
5jul	I	IPR027417
5jul	J	IPR027417
5jul	K	IPR027417
5jul	L	IPR027417
5jul	M	IPR027417
5jul	N	IPR027417
5jul	O	IPR027417
5jul	P	IPR027417
5juo	DC	IPR027417
5jup	DC	IPR027417
5jus	DC	IPR027417
5jut	DC	IPR027417
5juu	DC	IPR027417
5juy	A	IPR027417
5juy	B	IPR027417
5juy	C	IPR027417
5juy	D	IPR027417
5juy	E	IPR027417
5juy	F	IPR027417
5juy	G	IPR027417
5jvf	A	IPR027417
5jwh	A	IPR027417
5jwo	A	IPR027417
5jwq	A	IPR027417
5jwq	C	IPR027417
5jwr	A	IPR027417
5jwr	C	IPR027417
5jxr	A	IPR027417
5jxr	B	IPR027417
5jxt	A	IPR027417
5jxt	B	IPR027417
5jxt	C	IPR027417
5jxt	D	IPR027417
5jxt	E	IPR027417
5jxt	F	IPR027417
5jxt	G	IPR027417
5jxt	H	IPR027417
5jxt	I	IPR027417
5jxt	J	IPR027417
5jxt	K	IPR027417
5jxt	L	IPR027417
5jxt	M	IPR027417
5jxt	N	IPR027417
5jxt	O	IPR027417
5jxt	P	IPR027417
5jzc	A	IPR027417
5jzc	B	IPR027417
5jzc	C	IPR027417
5jzc	D	IPR027417
5jzc	E	IPR027417
5jzc	F	IPR027417
5jzc	G	IPR027417
5jzv	A	IPR027417
5k0y	S	IPR027417
5k5z	A	IPR027417
5k5z	B	IPR027417
5k5z	C	IPR027417
5k5z	D	IPR027417
5k7x	A	IPR027417
5k7x	B	IPR027417
5k7x	C	IPR027417
5k7x	D	IPR027417
5k7x	E	IPR027417
5k7x	F	IPR027417
5k8i	A	IPR027417
5k8l	A	IPR027417
5k8t	A	IPR027417
5k8u	A	IPR027417
5k9t	A	IPR027417
5kcs	1w	IPR027417
5kdd	A	IPR027417
5kdd	B	IPR027417
5kdl	A	IPR027417
5kdl	B	IPR027417
5kdo	A	IPR027417
5kg8	A	IPR027417
5kh0	A	IPR027417
5kh0	B	IPR027417
5kh0	C	IPR027417
5kh0	D	IPR027417
5kho	C	IPR027417
5kho	D	IPR027417
5kiw	A	IPR027417
5kiw	B	IPR027417
5kiy	A	IPR027417
5knb	A	IPR027417
5knb	B	IPR027417
5knb	C	IPR027417
5knb	D	IPR027417
5knb	E	IPR027417
5knb	F	IPR027417
5knc	A	IPR027417
5knc	B	IPR027417
5knc	C	IPR027417
5knc	D	IPR027417
5knc	E	IPR027417
5knc	F	IPR027417
5knd	A	IPR027417
5knd	B	IPR027417
5knd	C	IPR027417
5knd	D	IPR027417
5knd	E	IPR027417
5knd	F	IPR027417
5kne	A	IPR027417
5kne	B	IPR027417
5kne	C	IPR027417
5kne	D	IPR027417
5kne	E	IPR027417
5kne	F	IPR027417
5ko2	A	IPR027417
5ko2	B	IPR027417
5koy	A	IPR027417
5koy	B	IPR027417
5kpd	A	IPR027417
5kpd	B	IPR027417
5kpi	A	IPR027417
5kpi	B	IPR027417
5kpj	A	IPR027417
5kso	A	IPR027417
5ksp	A	IPR027417
5ksp	B	IPR027417
5ksy	A	IPR027417
5ksz	A	IPR027417
5kty	A	IPR027417
5ku1	A	IPR027417
5kut	A	IPR027417
5kut	B	IPR027417
5kut	C	IPR027417
5kwa	A	IPR027417
5kwa	B	IPR027417
5kyk	A	IPR027417
5kyk	B	IPR027417
5kyk	C	IPR027417
5kzf	A	IPR027417
5kzf	B	IPR027417
5kzf	C	IPR027417
5kzf	D	IPR027417
5kzf	E	IPR027417
5kzf	F	IPR027417
5kzf	G	IPR027417
5kzf	H	IPR027417
5kzf	I	IPR027417
5kzf	J	IPR027417
5kzf	K	IPR027417
5kzf	L	IPR027417
5l22	A	IPR027417
5l22	B	IPR027417
5l3q	A	IPR027417
5l3q	B	IPR027417
5l3q	C	IPR027417
5l3q	D	IPR027417
5l3r	A	IPR027417
5l3r	B	IPR027417
5l3r	C	IPR027417
5l3r	D	IPR027417
5l3s	A	IPR027417
5l3s	B	IPR027417
5l3s	C	IPR027417
5l3s	D	IPR027417
5l3s	E	IPR027417
5l3s	F	IPR027417
5l3s	G	IPR027417
5l3s	H	IPR027417
5l3v	A	IPR027417
5l3v	B	IPR027417
5l3w	A	IPR027417
5l4g	H	IPR027417
5l4g	I	IPR027417
5l4g	J	IPR027417
5l4g	K	IPR027417
5l4g	L	IPR027417
5l4g	M	IPR027417
5l75	A	IPR027417
5l75	B	IPR027417
5l8v	A	IPR027417
5lad	A	IPR027417
5lb2	A	IPR027417
5lb3	B	IPR027417
5lb3	E	IPR027417
5lb4	A	IPR027417
5lb5	A	IPR027417
5lb5	B	IPR027417
5lb5	C	IPR027417
5lb5	D	IPR027417
5lb8	A	IPR027417
5lb8	D	IPR027417
5lba	A	IPR027417
5lba	B	IPR027417
5lba	C	IPR027417
5lba	D	IPR027417
5lbi	A	IPR027417
5lc5	O	IPR027417
5lc9	A	IPR027417
5lc9	B	IPR027417
5lc9	C	IPR027417
5lc9	D	IPR027417
5lcd	A	IPR027417
5lcd	B	IPR027417
5lcd	C	IPR027417
5lcd	D	IPR027417
5ld1	A	IPR027417
5ld1	B	IPR027417
5ld1	C	IPR027417
5ld1	D	IPR027417
5ld2	B	IPR027417
5ld2	C	IPR027417
5ld2	D	IPR027417
5ldb	A	IPR027417
5ldb	B	IPR027417
5ldb	C	IPR027417
5ldb	D	IPR027417
5ldd	C	IPR027417
5ldd	F	IPR027417
5ldw	O	IPR027417
5ldx	O	IPR027417
5lef	A	IPR027417
5lef	B	IPR027417
5lil	A	IPR027417
5lil	B	IPR027417
5lj3	C	IPR027417
5lj5	B	IPR027417
5lj5	C	IPR027417
5lj5	Q	IPR027417
5lj6	A	IPR027417
5lj7	A	IPR027417
5lj7	B	IPR027417
5lj9	A	IPR027417
5lj9	B	IPR027417
5lj9	C	IPR027417
5lja	A	IPR027417
5lkm	A	IPR027417
5lkm	B	IPR027417
5lkm	C	IPR027417
5ll0	A	IPR027417
5ll0	B	IPR027417
5ll0	C	IPR027417
5ll0	D	IPR027417
5ll6	h	IPR027417
5llb	A	IPR027417
5llb	B	IPR027417
5llb	C	IPR027417
5llb	D	IPR027417
5llf	A	IPR027417
5llf	B	IPR027417
5llf	C	IPR027417
5llf	D	IPR027417
5lmv	a	IPR027417
5ln3	H	IPR027417
5ln3	I	IPR027417
5ln3	J	IPR027417
5ln3	K	IPR027417
5ln3	L	IPR027417
5ln3	M	IPR027417
5lnk	k	IPR027417
5lpn	A	IPR027417
5lpn	C	IPR027417
5lqw	B	IPR027417
5lqw	C	IPR027417
5lqw	O	IPR027417
5lqx	A	IPR027417
5lqx	B	IPR027417
5lqx	C	IPR027417
5lqx	D	IPR027417
5lqx	E	IPR027417
5lqx	F	IPR027417
5lqy	A	IPR027417
5lqy	B	IPR027417
5lqy	C	IPR027417
5lqy	D	IPR027417
5lqy	E	IPR027417
5lqy	F	IPR027417
5lqz	A	IPR027417
5lqz	B	IPR027417
5lqz	C	IPR027417
5lqz	D	IPR027417
5lqz	E	IPR027417
5lqz	F	IPR027417
5lst	A	IPR027417
5lt0	A	IPR027417
5lt1	A	IPR027417
5lt1	B	IPR027417
5lt2	A	IPR027417
5lt2	B	IPR027417
5lt2	C	IPR027417
5lt2	D	IPR027417
5lt2	E	IPR027417
5lt2	K	IPR027417
5lt3	A	IPR027417
5lt3	B	IPR027417
5lt3	C	IPR027417
5lt3	D	IPR027417
5lt3	E	IPR027417
5lt3	K	IPR027417
5lt4	A	IPR027417
5lt4	B	IPR027417
5lt4	C	IPR027417
5lt4	D	IPR027417
5lt4	E	IPR027417
5lt4	K	IPR027417
5lta	A	IPR027417
5ltj	A	IPR027417
5ltk	A	IPR027417
5lw7	B	IPR027417
5lzb	z	IPR027417
5lzc	z	IPR027417
5lzd	z	IPR027417
5lzs	jj	IPR027417
5lzt	jj	IPR027417
5lzv	jj	IPR027417
5lzw	jj	IPR027417
5lzx	jj	IPR027417
5lzy	jj	IPR027417
5lzz	jj	IPR027417
5m04	A	IPR027417
5m05	A	IPR027417
5m1j	A6	IPR027417
5m32	c	IPR027417
5m32	d	IPR027417
5m32	e	IPR027417
5m32	f	IPR027417
5m32	g	IPR027417
5m32	h	IPR027417
5m52	A	IPR027417
5m52	B	IPR027417
5m59	A	IPR027417
5m59	C	IPR027417
5m59	E	IPR027417
5m59	G	IPR027417
5m5i	C	IPR027417
5m5l	C	IPR027417
5m5m	C	IPR027417
5m5n	C	IPR027417
5m5o	C	IPR027417
5m5p	A	IPR027417
5m5p	C	IPR027417
5m6x	B	IPR027417
5m6x	I	IPR027417
5m70	B	IPR027417
5m70	G	IPR027417
5m7h	A	IPR027417
5m7n	A	IPR027417
5m7n	B	IPR027417
5m7o	A	IPR027417
5m7o	B	IPR027417
5m7p	A	IPR027417
5m7p	B	IPR027417
5maq	A	IPR027417
5maq	B	IPR027417
5maq	C	IPR027417
5maq	D	IPR027417
5mbs	A	IPR027417
5mbv	B	IPR027417
5mbv	C	IPR027417
5mbv	D	IPR027417
5mc6	h	IPR027417
5me0	W	IPR027417
5me1	W	IPR027417
5mek	A	IPR027417
5mex	A	IPR027417
5mfx	A	IPR027417
5mi3	A	IPR027417
5mi3	B	IPR027417
5mi8	A	IPR027417
5mi8	B	IPR027417
5mi9	A	IPR027417
5mi9	B	IPR027417
5mio	C	IPR027417
5mkk	A	IPR027417
5mkk	B	IPR027417
5mla	A	IPR027417
5mlb	A	IPR027417
5mlb	C	IPR027417
5mlb	E	IPR027417
5mlb	G	IPR027417
5mlv	A	IPR027417
5mlv	D	IPR027417
5mlv	G	IPR027417
5mlv	J	IPR027417
5mlv	O	IPR027417
5mlv	P	IPR027417
5mm4	K	IPR027417
5mm7	K	IPR027417
5mp9	H	IPR027417
5mp9	I	IPR027417
5mp9	J	IPR027417
5mp9	K	IPR027417
5mp9	L	IPR027417
5mp9	M	IPR027417
5mpa	H	IPR027417
5mpa	I	IPR027417
5mpa	J	IPR027417
5mpa	K	IPR027417
5mpa	L	IPR027417
5mpa	M	IPR027417
5mpb	H	IPR027417
5mpb	I	IPR027417
5mpb	J	IPR027417
5mpb	K	IPR027417
5mpb	L	IPR027417
5mpb	M	IPR027417
5mpc	H	IPR027417
5mpc	I	IPR027417
5mpc	J	IPR027417
5mpc	K	IPR027417
5mpc	L	IPR027417
5mpc	M	IPR027417
5mps	C	IPR027417
5mq0	C	IPR027417
5mq0	V	IPR027417
5mqf	B	IPR027417
5mqf	U	IPR027417
5mqf	p	IPR027417
5mqf	q	IPR027417
5mqj	A	IPR027417
5mqj	B	IPR027417
5mqj	C	IPR027417
5mqj	D	IPR027417
5mql	A	IPR027417
5mql	B	IPR027417
5mql	C	IPR027417
5mql	D	IPR027417
5mqt	A	IPR027417
5mqt	B	IPR027417
5mqt	C	IPR027417
5mqt	D	IPR027417
5mrc	WW	IPR027417
5mre	WW	IPR027417
5mrf	WW	IPR027417
5mtv	A	IPR027417
5muu	C	IPR027417
5muv	A	IPR027417
5muv	B	IPR027417
5muv	I	IPR027417
5muv	J	IPR027417
5muv	K	IPR027417
5muv	L	IPR027417
5muw	A	IPR027417
5muw	B	IPR027417
5muw	I	IPR027417
5muw	J	IPR027417
5muw	K	IPR027417
5muw	L	IPR027417
5mvf	A	IPR027417
5mvr	A	IPR027417
5mz4	A	IPR027417
5mz4	B	IPR027417
5mzn	A	IPR027417
5n69	A	IPR027417
5n69	B	IPR027417
5n6a	A	IPR027417
5n6o	A	IPR027417
5n6o	B	IPR027417
5n8o	A	IPR027417
5n8r	A	IPR027417
5n8r	B	IPR027417
5n8s	A	IPR027417
5n8s	B	IPR027417
5n8u	A	IPR027417
5n8u	B	IPR027417
5n8y	A	IPR027417
5n8y	B	IPR027417
5n8y	C	IPR027417
5n8y	D	IPR027417
5n8y	E	IPR027417
5n8y	F	IPR027417
5n8z	A	IPR027417
5n8z	B	IPR027417
5n90	A	IPR027417
5n90	B	IPR027417
5n94	A	IPR027417
5n94	B	IPR027417
5n96	A	IPR027417
5n96	B	IPR027417
5n98	A	IPR027417
5n98	B	IPR027417
5n9a	A	IPR027417
5n9a	B	IPR027417
5n9d	A	IPR027417
5n9d	B	IPR027417
5n9e	A	IPR027417
5n9e	B	IPR027417
5n9f	A	IPR027417
5n9f	B	IPR027417
5nbd	A	IPR027417
5nbd	B	IPR027417
5nco	i	IPR027417
5nco	l	IPR027417
5nd2	C	IPR027417
5nd3	C	IPR027417
5nd4	C	IPR027417
5nd7	C	IPR027417
5nik	J	IPR027417
5nik	K	IPR027417
5nil	J	IPR027417
5nil	K	IPR027417
5niy	A	IPR027417
5nj3	A	IPR027417
5nj3	B	IPR027417
5njg	A	IPR027417
5njg	B	IPR027417
5nkk	B	IPR027417
5nkk	D	IPR027417
5nkk	F	IPR027417
5nkm	B	IPR027417
5nkm	D	IPR027417
5nkm	F	IPR027417
5no2	Z	IPR027417
5no3	Z	IPR027417
5no4	Z	IPR027417
5np7	A	IPR027417
5np7	B	IPR027417
5np7	C	IPR027417
5np7	D	IPR027417
5np7	E	IPR027417
5np7	F	IPR027417
5np7	G	IPR027417
5np9	A	IPR027417
5nq5	A	IPR027417
5nr7	A	IPR027417
5nr7	B	IPR027417
5nrl	B	IPR027417
5nrl	C	IPR027417
5nrn	A	IPR027417
5nrn	B	IPR027417
5nrq	A	IPR027417
5nrq	B	IPR027417
5nss	F	IPR027417
5nss	G	IPR027417
5nss	J	IPR027417
5nss	K	IPR027417
5nss	L	IPR027417
5nss	N	IPR027417
5nt7	B	IPR027417
5nt7	D	IPR027417
5nug	A	IPR027417
5nug	B	IPR027417
5nwl	A	IPR027417
5nwl	B	IPR027417
5nwl	C	IPR027417
5nwl	D	IPR027417
5nwl	E	IPR027417
5nwl	F	IPR027417
5nwl	G	IPR027417
5nwl	H	IPR027417
5nwl	I	IPR027417
5nwl	J	IPR027417
5nwl	K	IPR027417
5nwl	L	IPR027417
5nwl	M	IPR027417
5nwl	N	IPR027417
5nzr	F	IPR027417
5nzr	M	IPR027417
5nzr	R	IPR027417
5nzs	F	IPR027417
5nzs	M	IPR027417
5nzs	R	IPR027417
5nzt	F	IPR027417
5nzt	J	IPR027417
5nzt	M	IPR027417
5nzt	R	IPR027417
5nzu	F	IPR027417
5nzu	M	IPR027417
5nzu	R	IPR027417
5nzv	F	IPR027417
5nzv	M	IPR027417
5nzv	P	IPR027417
5nzv	R	IPR027417
5nzv	T	IPR027417
5o2l	A	IPR027417
5o2s	A	IPR027417
5o2s	C	IPR027417
5o2s	E	IPR027417
5o2s	G	IPR027417
5o2t	A	IPR027417
5o31	O	IPR027417
5o33	A	IPR027417
5o5o	A	IPR027417
5o5o	B	IPR027417
5o5o	C	IPR027417
5o5o	D	IPR027417
5o5q	A	IPR027417
5o5q	B	IPR027417
5o5q	C	IPR027417
5o5q	D	IPR027417
5o6b	A	IPR027417
5o6b	B	IPR027417
5o6d	A	IPR027417
5o6d	B	IPR027417
5o6e	A	IPR027417
5o6e	B	IPR027417
5o6k	A	IPR027417
5o6k	B	IPR027417
5o6k	C	IPR027417
5o6k	D	IPR027417
5o6m	A	IPR027417
5o6m	B	IPR027417
5o6m	C	IPR027417
5o6m	D	IPR027417
5o74	B	IPR027417
5o74	D	IPR027417
5o74	F	IPR027417
5o74	H	IPR027417
5o74	J	IPR027417
5o74	L	IPR027417
5o8w	A	IPR027417
5o9g	W	IPR027417
5o9z	B	IPR027417
5o9z	C	IPR027417
5oaf	A	IPR027417
5oaf	B	IPR027417
5oaf	C	IPR027417
5oaf	D	IPR027417
5oaf	E	IPR027417
5oaf	F	IPR027417
5oam	K	IPR027417
5ocg	A	IPR027417
5och	A	IPR027417
5och	B	IPR027417
5och	C	IPR027417
5och	D	IPR027417
5och	E	IPR027417
5och	F	IPR027417
5och	G	IPR027417
5och	H	IPR027417
5oco	A	IPR027417
5oco	B	IPR027417
5oco	C	IPR027417
5oco	D	IPR027417
5oco	E	IPR027417
5oco	F	IPR027417
5oct	A	IPR027417
5oct	B	IPR027417
5oct	C	IPR027417
5oct	D	IPR027417
5oct	E	IPR027417
5oct	F	IPR027417
5ocu	K	IPR027417
5oec	B	IPR027417
5oed	B	IPR027417
5of4	A	IPR027417
5of4	B	IPR027417
5ofo	A	IPR027417
5ofo	B	IPR027417
5ofo	C	IPR027417
5ofo	D	IPR027417
5ofo	E	IPR027417
5ofo	F	IPR027417
5ofp	A	IPR027417
5ofr	A	IPR027417
5ofr	B	IPR027417
5og1	A	IPR027417
5og1	B	IPR027417
5og1	C	IPR027417
5og1	D	IPR027417
5og1	E	IPR027417
5og1	F	IPR027417
5ogc	K	IPR027417
5oiu	A	IPR027417
5oiu	B	IPR027417
5oiu	C	IPR027417
5oiu	D	IPR027417
5oiu	E	IPR027417
5oiu	F	IPR027417
5ooq	A	IPR027417
5ooq	B	IPR027417
5opd	A	IPR027417
5opd	B	IPR027417
5oqj	0	IPR027417
5oqj	7	IPR027417
5oql	Z	IPR027417
5oqm	0	IPR027417
5oqm	7	IPR027417
5ot7	U	IPR027417
5owv	A	IPR027417
5owv	B	IPR027417
5owv	C	IPR027417
5owv	D	IPR027417
5oxf	A	IPR027417
5oxf	B	IPR027417
5oxf	C	IPR027417
5oxf	D	IPR027417
5p21	A	IPR027417
5sup	A	IPR027417
5sup	B	IPR027417
5sup	C	IPR027417
5suq	A	IPR027417
5suq	C	IPR027417
5sva	Y	IPR027417
5sva	Z	IPR027417
5swj	A	IPR027417
5swj	B	IPR027417
5swl	A	IPR027417
5swl	B	IPR027417
5syp	A	IPR027417
5syp	B	IPR027417
5syr	A	IPR027417
5syr	B	IPR027417
5szh	B	IPR027417
5szi	A	IPR027417
5szj	A	IPR027417
5szk	B	IPR027417
5t03	A	IPR027417
5t03	B	IPR027417
5t05	A	IPR027417
5t05	B	IPR027417
5t0a	A	IPR027417
5t0a	B	IPR027417
5t0c	AA	IPR027417
5t0c	AB	IPR027417
5t0c	AC	IPR027417
5t0c	AD	IPR027417
5t0c	AE	IPR027417
5t0c	AF	IPR027417
5t0c	BA	IPR027417
5t0c	BB	IPR027417
5t0c	BC	IPR027417
5t0c	BD	IPR027417
5t0c	BE	IPR027417
5t0c	BF	IPR027417
5t0g	A	IPR027417
5t0g	B	IPR027417
5t0g	C	IPR027417
5t0g	D	IPR027417
5t0g	E	IPR027417
5t0g	F	IPR027417
5t0h	A	IPR027417
5t0h	B	IPR027417
5t0h	C	IPR027417
5t0h	D	IPR027417
5t0h	E	IPR027417
5t0h	F	IPR027417
5t0i	A	IPR027417
5t0i	B	IPR027417
5t0i	C	IPR027417
5t0i	D	IPR027417
5t0i	E	IPR027417
5t0i	F	IPR027417
5t0j	A	IPR027417
5t0j	B	IPR027417
5t0j	C	IPR027417
5t0j	D	IPR027417
5t0j	E	IPR027417
5t0j	F	IPR027417
5t45	A	IPR027417
5t4o	A	IPR027417
5t4o	B	IPR027417
5t4o	C	IPR027417
5t4o	D	IPR027417
5t4o	E	IPR027417
5t4o	F	IPR027417
5t4p	A	IPR027417
5t4p	B	IPR027417
5t4p	C	IPR027417
5t4p	D	IPR027417
5t4p	E	IPR027417
5t4p	F	IPR027417
5t4q	A	IPR027417
5t4q	B	IPR027417
5t4q	C	IPR027417
5t4q	D	IPR027417
5t4q	E	IPR027417
5t4q	F	IPR027417
5t62	W	IPR027417
5tar	A	IPR027417
5tb5	A	IPR027417
5tb5	C	IPR027417
5tby	A	IPR027417
5tby	B	IPR027417
5tct	A	IPR027417
5tct	B	IPR027417
5tct	C	IPR027417
5tct	D	IPR027417
5tct	E	IPR027417
5tct	F	IPR027417
5tdh	A	IPR027417
5tdh	H	IPR027417
5tf7	A	IPR027417
5tf8	A	IPR027417
5tfa	A	IPR027417
5tfb	A	IPR027417
5tfc	A	IPR027417
5tfd	A	IPR027417
5tff	A	IPR027417
5tfg	A	IPR027417
5tfi	A	IPR027417
5tfj	A	IPR027417
5tgk	A	IPR027417
5tiv	A	IPR027417
5tiw	A	IPR027417
5tiw	B	IPR027417
5tix	A	IPR027417
5tix	B	IPR027417
5tiy	A	IPR027417
5tiz	A	IPR027417
5tkv	A	IPR027417
5tkv	B	IPR027417
5tmp	A	IPR027417
5tnu	A	IPR027417
5tnu	B	IPR027417
5tsg	B	IPR027417
5tsg	C	IPR027417
5tsg	D	IPR027417
5tsh	A	IPR027417
5tsh	B	IPR027417
5tsh	C	IPR027417
5tsh	D	IPR027417
5tsh	E	IPR027417
5tsh	F	IPR027417
5tsj	A	IPR027417
5tsj	B	IPR027417
5tsj	C	IPR027417
5tsj	D	IPR027417
5tsj	E	IPR027417
5tsj	F	IPR027417
5ttp	A	IPR027417
5ttp	B	IPR027417
5tv2	A	IPR027417
5tv4	A	IPR027417
5tv4	B	IPR027417
5tvk	A	IPR027417
5tvk	B	IPR027417
5twv	B	IPR027417
5twv	D	IPR027417
5twv	F	IPR027417
5twv	H	IPR027417
5txg	A	IPR027417
5txv	A	IPR027417
5txv	B	IPR027417
5txv	C	IPR027417
5txv	D	IPR027417
5txv	E	IPR027417
5txv	F	IPR027417
5txv	G	IPR027417
5txv	H	IPR027417
5txv	I	IPR027417
5txv	J	IPR027417
5txv	K	IPR027417
5txv	L	IPR027417
5txv	M	IPR027417
5txv	N	IPR027417
5txv	O	IPR027417
5txv	P	IPR027417
5txv	Q	IPR027417
5txv	R	IPR027417
5txv	S	IPR027417
5txv	T	IPR027417
5txv	U	IPR027417
5txv	V	IPR027417
5txv	W	IPR027417
5txv	X	IPR027417
5ty0	A	IPR027417
5u03	A	IPR027417
5u03	B	IPR027417
5u03	C	IPR027417
5u03	D	IPR027417
5u05	A	IPR027417
5u05	B	IPR027417
5u05	C	IPR027417
5u05	D	IPR027417
5u1d	A	IPR027417
5u1d	B	IPR027417
5u1g	A	IPR027417
5u1g	B	IPR027417
5u1g	C	IPR027417
5u1g	D	IPR027417
5u1j	A	IPR027417
5u1j	B	IPR027417
5u1j	C	IPR027417
5u1j	D	IPR027417
5u32	A	IPR027417
5u3c	A	IPR027417
5u3c	B	IPR027417
5u3c	C	IPR027417
